Id,target
298,93.30505935482515
299,-86.52688214447613
300,-97.626635728227
301,-24.605152300299387
302,-92.90835886088436
303,-25.829281053017574
304,59.91011083203464
305,-35.38112728685795
306,-74.34760604942505
307,-179.9500159089549
308,-163.93756607006978
309,38.66255411252929
310,82.09928874593949
311,301.7487204626301
312,128.18079092946874
313,129.01646664828542
314,50.442213646872226
315,-22.920441891892743
316,182.87592155651038
317,-60.53897648490968
318,127.68582196971519
319,151.14675773343689
320,-34.44133564536203
321,-205.2465184137125
322,-100.18812378174573
323,4.172292063483929
324,-46.44381283243574
325,-39.2050678943803
326,157.12006103575396
327,132.2817387666601
328,24.14583974984502
329,-91.05208237960497
330,185.53182694917746
331,-64.99067582102202
332,65.82065636590427
333,77.8841699702959
334,98.15997506437384
335,-107.13213969718778
336,111.7279044263962
337,-36.29379907008667
338,87.08748289464859
339,-82.1654751684578
340,-203.6144883106811
341,155.96347565167622
342,-94.74104660785056
343,63.640003510942485
344,124.49449010283169
345,29.56884386262793
346,-177.0140979607375
347,-35.746758059509986
348,-49.9245104784206
349,-118.97544054791881
350,8.689595447065473
351,-88.96058610261913
352,-40.07420834755986
353,-166.5079882085341
354,-221.48710643339084
355,3.654089637790716
356,-206.8444791783589
357,183.52942237629904
358,-10.950465548126184
359,18.68723290258504
360,31.231347246083438
361,240.98947500141853
362,-27.85726966070445
363,134.95648966357356
364,56.30134178143974
365,8.526879333165503
366,-88.15425546982699
367,-11.228023665867665
368,220.3891124067624
369,-16.213147758340185
370,-137.22819270047242
371,-52.47365955953117
372,-93.91781663262815
373,6.600444161517347
374,-18.02153273259382
375,-65.62140843755719
376,-17.649057629375175
377,-173.03703016637752
378,-123.70568702024406
379,42.87348433052522
380,-37.80204347200919
381,-158.70368282408512
382,86.17046710207514
383,-1.9099001162642024
384,132.54625057796835
385,-47.477513165163494
386,3.055559810752018
387,172.5763581896762
388,170.75800996951006
389,44.90450543808441
390,-28.896416303924823
391,58.39338132870676
392,110.29847376739379
393,-38.79635770667693
394,-69.68484162359155
395,-83.031033191726
396,-188.65605823452356
397,125.54086536777774
398,62.63150123553551
399,56.292627690058715
